filename/tiff,derivative filename/jpeg,identifier/filename,title,description,isFormatOf/OrigItemNo.,date,subject/topic,subject/location,spatial/location/latitude/longitude (degrees),extent/size,tablecontents/boxes/folders,medium/format/type,source/RG#/MS#,isPartOf/Collection,creator/photographer,contributor/collector,rights,publisher/repository,language,rosetta collection
421201-04908.tif,421201-04908.jpg,421201-04908,,"""Pitt Snapshots."" The negative is a photo of the band, seated, playing. The shadow of the photographer can be seen in the bottom center of the photograph.",4131,"1934, Nov. 3",Football; Marching band,,,11.66 x 7.24 cm,B1,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services Depment","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05095.tif,421201-05095.jpg,421201-05095,PP5095.jpg,"Original Item #:11004;""Football Views. 4x5."" The negative contains one image of the Nebraska-Missouri game from the 1938-39 season.  The word ""MISSOURI"" has been spelled out in the stands.; OrigLoc:B1Three negatives in envelope;",,"1938, Oct. 01",Football;Football Views;sports;,,,Original size:15 x 12 cm; Photo type:Nitrate Negative;,,,RG 42-12-01,"Athletics, Publications & Photography (University Communications)","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,
421201-05096.tif,421201-05096.jpg,421201-05096,PP5096.jpg,"Original Item #:11004;""Football Views. 4x5."" The negative contains one image of the Nebraska-Missouri game from the 1938-39 season.  The pictures shows players on the field.; OrigLoc:B1Three negatives in envelope;",,"1938, Oct. 01",Football;Football Views;sports;,,,Original size:15 x 12 cm; Photo type:Nitrate Negative;,,,RG 42-12-01,"Athletics, Publications & Photography (University Communications)","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,
421201-05097.tif,421201-05097.jpg,421201-05097,PP5097.jpg,"Original Item #:11004;""Football Views. 4x5."" The negative contains one image of the Nebraska-Missouri game from the 1938-39 season.  The pictures shows the marching band on the field.; OrigLoc:B1Three negatives in envelope;",,"1938, Oct. 01",Football;Football Views;sports;,,,Original size:15 x 12 cm; Photo type:Nitrate Negative;,,,RG 42-12-01,"Athletics, Publications & Photography (University Communications)","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,
421201-05101.tif,421201-05101.jpg,421201-05101,PP5101.jpg,"Original Item #:11035;""Football. Nebr-Indiana. 5x7. '37-'38."" The negative contains one image of the marching band on the field during the Nebraska-Indiana game of 1937. Drummers and tuba players can be seen to the right of the photograph.; OrigLoc:B1Nine negatives in envelope.;",,"1937, Aug. 08",Football;Marching bands;sports;,,,Original size:15 x 12 cm; Photo type:Nitrate Negative;,,,RG 42-12-01,"Athletics, Publications & Photography (University Communications)","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,
421201-05103.tif,421201-05103.jpg,421201-05103,PP5103.jpg,"Original Item #:11036;""Football - Nebr-Kansas. 8x10 - 5x7. '37-'38."" The negative contains one image of the marching band on the field in the formation of an ""N"" during the Nebraska-Kansas game of 1937.; OrigLoc:B1Nineteen negatives in envelope.;",,"1937, Sept. 15",Football;Marching bands;sports;,,,Original size:15 x 12 cm; Photo type:Nitrate Negative;,,,RG 42-12-01,"Athletics, Publications & Photography (University Communications)","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,
421201-05104.tif,421201-05104.jpg,421201-05104,PP5104.jpg,"Original Item #:11036;""Football - Nebr-Kansas. 8x10 - 5x7. '37-'38."" The negative contains one image of the marching band near one of the end zones during the 1937 Nebraska-Kansas game.; OrigLoc:B1Nineteen negatives in envelope.;",,"1937, Sept. 15",Football;Marching bands;sports;,,,Original size:15 x 12 cm; Photo type:Nitrate Negative;,,,RG 42-12-01,"Athletics, Publications & Photography (University Communications)","University Communications, Photo Services Department","University Communications, Photo Services Department","For copyright information, please contact the repository.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,
421201-05114.tif,421201-05114.jpg,421201-05114,,"""Football Views. 4x5 size. Iowa State-Nebraska."" The negative contains a view of the 1938 Iowa State-Nebraska football game during which the crowd is displaying signs forming an ""N.""",12007,"1938, Oct. 08",Football; Sports; Football fans,,,15 x 11 cm,B1,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services Depment","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05117.tif,421201-05117.jpg,421201-05117,,"""Football Views. 4x5 size. Iowa State-Nebraska."" The negative contains a partial view of the field and sideline during a performance by the marching band during the 1938 Iowa State-Nebraska game.",12007,"1938, Oct. 08",Football; Sports; Marching bands,,,15 x 11 cm,B1,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services Depment","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05385.tif,421201-05385.jpg,421201-05385,,"""Music. b/w take. Band Formations. Indiana football game."" The negative contains one photograph of the Nebraska marching band performing in a semi-circle formation during the 1940 football game versus Indiana.",17501,"1940, Oct. 12",Football; Marching bands,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05386.tif,421201-05386.jpg,421201-05386,,"""Music. b/w take. Band Formations. Indiana football game."" The negative contains one photograph of the Nebraska marching band performing during the 1940 game versus Indiana.",17501,"1940, Oct. 12",Football; Marching bands,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05387.tif,421201-05387.jpg,421201-05387,,"""Music. b/w take. Band Formations. Indiana football game."" The negative contains one photograph of the Nebraska marching band performing in a formation of three interlocking circles during the 1940 Nebraska-Indiana football game.",17501,"1940, Oct. 12",Football; Marching bands,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05388.tif,421201-05388.jpg,421201-05388,,"""Music. b/w take. Band Formations. Indiana football game."" The negative contains one photograph of the Nebraska marching band performing in three rectangular sections on the field during the 1940 Nebraska-Indiana game.",17501,"1940, Oct. 12",Football; Marching bands,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05389.tif,421201-05389.jpg,421201-05389,,"""Music. b/w take. Band Formations. Indiana football game."" The negative contains one photograph of the football team playing in one of the end zones during the 1940 Nebraska-Indiana game.",17501,"1940, Oct. 12",Football; Football players,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05390.tif,421201-05390.jpg,421201-05390,,"""Music. Band and football negatives. Missouri game."" The negative contains one photograph of the marching band on the field during the 1940 Nebraska-Missouri game.",17505,"1940, Oct. 26",Football; Marching bands,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05391.tif,421201-05391.jpg,421201-05391,,"""Music. Band and football negatives. Missouri game."" The negative contains one photograph of the football players in action on the field during the 1940 Nebraska-Missouri game.",17505,"1940, Oct. 26",Football; Marching bands,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05392.tif,421201-05392.jpg,421201-05392,,"""Music. Band and football negatives. Missouri game."" The negative contains one photograph of the marching band performing in the shape of an ""N"" on the field during the 1940 Nebraska-Missouri game.",17505,"1940, Oct. 26",Football; Marching bands,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05393.tif,421201-05393.jpg,421201-05393,,"""Music. Band and football negatives. Missouri game."" The negative contains one photograph of the football team playing near one of the end zones during the 1940 Nebraska-Missouri football game.",17505,"1940, Oct. 26",Football; Football players,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05394.tif,421201-05394.jpg,421201-05394,,"""Music. Band and football negatives. Missouri game."" The negative contains one photograph of the marching band performing during the 1940 Nebraska-Missouri football game. The word ""TIGER"" is spelled out in the crowd.",17505,"1940, Oct. 26",Football; Marching bands,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05395.tif,421201-05395.jpg,421201-05395,,"""Music. Band and football negatives. Missouri game."" The negative contains one photograph of a marching band performing in a formation and a letter ""M"" during the 1940 Nebraska-Missouri game.",17505,"1940, Oct. 26",Football; Marching bands,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05396.tif,421201-05396.jpg,421201-05396,,"""Music. Band and football negatives. Missouri game."" The negative contains one photograph of a marching band performing in a formation and letter ""N"" during the 1940 Nebraska-Missouri game.",17505,"1940, Oct. 26",Football; Marching bands,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05447.tif,421201-05447.jpg,421201-05447,,"""Football. b/w take. Band formation. UNL vs Missouri."" The negative features the marching band on the field during the 1940 Nebraska/Missouri game.",17505B,"1940, Oct. 26",Football; Sports; Marching bands,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05448.tif,421201-05448.jpg,421201-05448,,"""Football. b/w take. Band formation. UNL vs Missouri."" The negative features the marching band on the field during the 1940 Nebraska/Missouri game.",17505B,"1940, Oct. 26",Football; Sports; Marching bands,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05449.tif,421201-05449.jpg,421201-05449,,"""Football. b/w take. Band formation. UNL vs Missouri."" The negative features the marching band on the field during the 1940 Nebraska/Missouri game.",17505B,"1940, Oct. 26",Football; Sports; Marching bands,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05450.tif,421201-05450.jpg,421201-05450,,"""Football. b/w take. UNL vs Missouri."" The negative features the fans seated in the end zone who are watching the 1940 UNL/Missouri game.",17505B,"1940, Oct. 26",Football; Sports; Football fans,,,13 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05501.tif,421201-05501.jpg,421201-05501,,"""Music. b/w takes. Band formations. UNL vs. Kansas State Football."" The negative contains a photograph of the football field where the band is performing in the formation of the letters ""K"" and ""S"" during the 1940 Nebraska-Kansas State football game.",17554,"1940, Nov. 30",Football; Sports; Music; Marching bands,,,15 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05502.tif,421201-05502.jpg,421201-05502,,"""Music. b/w takes. Band formations. UNL vs. Kansas State Football."" The negative contains a photograph of the marching band performing in a square-like formation in the center of the field during the 1940 Nebraska-Kansas State game.",17554,"1940, Nov. 30",Football; Sports; Music; Marching bands,,,15 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05503.tif,421201-05503.jpg,421201-05503,,"""Music. b/w takes. Band formations. UNL vs. Kansas State Football."" The negative contains a photograph of the marching band performing during the 1940 Nebraska-Kansas State game. Part of the band is in two vertical  lines, and the other part is in a larger group formation.",17554,"1940, Nov. 30",Football; Sports; Music; Marching bands,,,15 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05504.tif,421201-05504.jpg,421201-05504,,"""Music. b/w takes. Band formations. UNL vs. Kansas State Football."" The negative contains a photograph of the marching band performing during the 1940 Nebraska-Kansas State game. A few people are in the formation of the letter ""N"", and the others are in a formation around them.",17554,"1940, Nov. 30",Football; Sports; Music; Marching bands,,,15 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05505.tif,421201-05505.jpg,421201-05505,,"""Music. b/w takes. Band formations. UNL vs. Kansas State Football."" The negative contains a photograph of the marching band in lines on either side of an ""X"" formation.",17554,"1940, Nov. 30",Football; Sports; Music; Marching bands,,,15 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-05712.tif,421201-05712.jpg,421201-05712,,"""Visual Educ. Indiana-Nebraska Game. Band Formation."" The negative contains one photograph of the marching band performing during the Indiana-Nebraska game of 1942. The formation solidly covers most of the playing field.",18358,"1942, Oct. 10",Football; Music; Marching bands; Formations,,,15 x 11 cm,B2,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06089.tif,421201-06089.jpg,421201-06089,,"""Athletics. (Donovan). Takes of band and card section at Nebr.-Minn. Game October 1, 1949."" The negative shows the marching band playing in downtonwn Lincoln.",23297,"1949, Oct. 01",Athletics; Football; Marching Bands,,,14 x 11 cm,B5,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06091.tif,421201-06091.jpg,421201-06091,,"""Athletics. (Donovan). Takes of band and card section at Nebr.-Minn. Game October 1, 1949."" The negative shows the band performing on the field while the spectators spell out the letter ""N"" with cards.",23297,"1949, Oct. 01",Athletics; Football; Marching Bands,,,14 x 11 cm,B5,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06092.tif,421201-06092.jpg,421201-06092,,"""Athletics. (Donovan). Takes of band and card section at Nebr.-Minn. Game October 1, 1949."" The negative shows the marching band kneeling on the field.",23297,"1949, Oct. 01",Athletics; Football; Marching Bands,,,14 x 11 cm,B5,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06188.tif,421201-06188.jpg,421201-06188,,"""Band On Field""",95 1047,,,,,,,Color Negative,RG 42-12-01,Publications and Photography,"University Communications, Photo Services Department","University Communications, Photo Services",UNL Libraries,,,
421201-06202.tif,421201-06202.jpg,421201-06202,,"""Athletics. (Donovan). Takes of band and card section at Nebr. - Minn. Game."" The negative shows the marching band forming the letters ""HI DAD"" on the field. There is also a sign in the crowd that spells the same thing.",23297,"1949, Oct. 01",Athletics; Marching band,,,15 x 12 cm,B5,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06203.tif,421201-06203.jpg,421201-06203,,"""Athletics. (Donovan). Takes of band and card section at Nebr. - Minn. Game."" The negative shows the marching band performing to a full stadium during the Nebraska-Minnesota game.",23297,"1949, Oct. 01",Athletics; Marching band,,,15 x 12 cm,B5,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06207.tif,421201-06207.jpg,421201-06207,,"""Athletics. Band Day. Oklahoma football game, '49."" The negative shows the marching band in a large ""N"" formation on the field during Band Day and the Nebraska-Oklahome game in 1949.",23324,"1949, Oct. 25",Athletics; Football; Marching band,,,14 x 11 cm,B5,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06208.tif,421201-06208.jpg,421201-06208,,"""Athletics. Band Day. Oklahoma football game, '49."" The negative shows many marching bands on the football field during Band Day. It was also the 1949 Nebraska-Oklahome game.",23324,"1949, Oct. 25",Athletics; Football; Marching band,,,14 x 11 cm,B5,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06264.tif,421201-06264.jpg,421201-06264,,"""Athletics - Donovan. 15 takes 4x5. Band and Card section at Indiana game."" The negative shows the card section and the Nebraska-Indiana football game in 1950. They are spelling out ""Hi Dad.""",24507,"1950, Sept. 30",Athletics; Marching band,,,14 x 11 cm,B6,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06265.tif,421201-06265.jpg,421201-06265,,"""Athletics - Donovan. 15 takes 4x5. Band and Card section at Indiana game."" The negative shows the card section spelling ""March of Time"" and the band in the formation of a clock tower at the Nebraska-Indiana game.",24507,"1950, Sept. 30",Athletics; Marching band,,,14 x 11 cm,B6,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06266.tif,421201-06266.jpg,421201-06266,,"""Athletics - Donovan. 15 takes 4x5. Band and Card section at Indiana game."" The negative shows the card section making an 'N', and the marching band in the shape of a train.",24507,"1950, Sept. 30",Athletics; Marching band,,,14 x 11 cm,B6,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06267.tif,421201-06267.jpg,421201-06267,,"""Athletics - Donovan. 15 takes 4x5. Band and Card section at Indiana game."" The negative shows the card section making an 'N', and the marching band in the shape of a bicycle.",24507,"1950, Sept. 30",Athletics; Marching band,,,14 x 11 cm,B6,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06268.tif,421201-06268.jpg,421201-06268,,"""Athletics - Donovan. 15 takes 4x5. Band and Card section at Indiana game."" The negative shows the card section making an 'N', and the marching band in the shape of a car.",24507,"1950, Sept. 30",Athletics; Marching band,,,14 x 11 cm,B6,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06269.tif,421201-06269.jpg,421201-06269,,"""Athletics - Donovan. 15 takes 4x5. Band and Card section at Indiana game."" The negative shows the card section making an 'N', and the marching band in the shape of an airplane.",24507,"1950, Sept. 30",Athletics; Marching band,,,14 x 11 cm,B6,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06281.tif,421201-06281.jpg,421201-06281,,"""Athletics - Donovan. 15 takes 4x5. Band and Card section at Indiana game."" The negative shows several band members kneeling while playing their instruments at the Nebraska-Indiana game.",24507,"1950, Sept. 30",Athletics; Marching band,,,14 x 11 cm,B6,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06284.tif,421201-06284.jpg,421201-06284,,"""Athletics - Donovan. 15 takes 4x5. Band and Card section at Indiana game."" The negative shows members of the marching band watching the 1950 Nebraska-Indiana game from the sideline.",24507,"1950, Sept. 30",Athletics; Marching band,,,14 x 11 cm,B6,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06285.tif,421201-06285.jpg,421201-06285,,"""Athletics - Donovan. 15 takes 4x5. Band and Card section at Indiana game."" The negative shows the marching band performing on the field during the 1950 Nebraska-Indiana game.",24507,"1950, Sept. 30",Athletics; Marching band,,,14 x 11 cm,B6,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06286.tif,421201-06286.jpg,421201-06286,,"""Athletics - Donovan. 15 takes 4x5. Band and Card section at Indiana game."" The negative shows a drum major leading the band.",24507,"1950, Sept. 30",Athletics; Marching band,,,12 x 14 cm,B6,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06288.tif,421201-06288.jpg,421201-06288,,"""Athletics - Donovan. 15 takes 4x5. Band and Card section at Indiana game."" The negative shows the card section spelling out 'March of Time' at the 1950 Nebraska-Indiana game.",24507,"1950, Sept. 30",Athletics; Sports spectators,,,14 x 11 cm,B6,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06289.tif,421201-06289.jpg,421201-06289,,"""Athletics - Donovan. 15 takes 4x5. Band and Card section at Indiana game."" The negative shows the card section forming an 'N' and the marching band on the field forming an 'I' at the 1950 Nebraska-Indiana game.",24507,"1950, Sept. 30",Athletics; Marching band,,,15 x 11 cm,B6,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06291.tif,421201-06291.jpg,421201-06291,,"""Athletics - Donovan. 15 takes 4x5. Band and Card section at Indiana game."" The negative shows the marching band performing on the field, kneeling, during the 1950 Nebraska-Indiana game.",24507,"1950, Sept. 30",Athletics; Marching band,,,14 x 11 cm,B6,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06482.tif,421201-06482.jpg,421201-06482,,"""Kansas State Band. 6 takes of Kansas State Band at half time - Lincoln."" The negative shows the Kansas State Band performing on the football field.",38920,"1954, Oct. 09",Athletics; Marching band,,,14 x 11 cm,B8,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
421201-06483.tif,421201-06483.jpg,421201-06483,,"""Kansas State Band. 6 takes of Kansas State Band at half time - Lincoln."" The negative shows the Kansas State Band performing in a formation on the football field.",38920,"1954, Oct. 09",Athletics; Marching band,,,14 x 11 cm,B8,Nitrate Negative,RG 42-12-01,"Publications and Photography, Athletic Series","University Communications, Photo Services Department","University Communications, Photo Services","Copyright University of Nebraska Board of Regents. To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries.",,,
